id,name_formal,state,official_sk,district_sk,party,gov_type,city,district_id,valid_to,last_name,valid_from,first_name,links,chamber_id,num_officials,chamber_type
79806,California Senate,CA,3729,752758,Democrat,STATE,,34,2014-12-01 00:00:00+00,Correa,2012-12-03 00:00:00+00,Lou,#,1403,1,UPPER
194484,California State Assembly,CA,80094,752658,Democrat,STATE,,53,2018-12-03 00:00:00+00,Santiago,2014-12-01 00:00:00+00,Miguel,#,2446,1,LOWER
177991,Corona City Council,CA,168658,858339,,LOCAL,Corona,At Large,2018-12-01 00:00:00+00,Fox,2014-12-01 00:00:00+00,Randy,#,3398,1,LOWER
184786,Bakersfield City Council,CA,134010,841035,,LOCAL,Bakersfield,2,2020-12-01 00:00:00+00,Gonzales,2016-12-01 00:00:00+00,Andrae,#,2613,1,LOWER
168480,Vallejo City Council,CA,168422,858340,,LOCAL,Vallejo,At Large,2021-01-01 00:00:00+00,Sampayan,2016-12-05 00:00:00+00,Bob,#,3455,1,LOWER
174682,Daly City Council,CA,173195,858545,,LOCAL,Daly City,At Large,2018-12-10 00:00:00+00,Buenaventura,2014-12-08 00:00:00+00,Raymond,#,3532,1,LOWER
47349,Fresno City Council,CA,41432,656,,LOCAL,Fresno,2,2013-01-10 00:00:00+00,VACANT,2013-01-07 00:00:00+00,VACANT,#,2614,1,LOWER
192319,California Senate,CA,79734,752746,Democrat,STATE,,3,2020-12-07 00:00:00+00,Dodd,2016-12-05 00:00:00+00,Bill,123668,1403,1,UPPER
188689,Fullerton City Council,CA,168381,858431,,LOCAL,Fullerton,At Large,2018-11-30 00:00:00+00,Chaffee,2012-06-05 00:00:00+00,Doug,#,3791,1,LOWER
197995,California Senate,CA,17818,752764,Democrat,STATE,,30,2018-12-03 00:00:00+00,Mitchell,2014-12-01 00:00:00+00,Holly,#,1403,1,UPPER
55153,Los Angeles Mayor,CA,2096,220,,LOCAL,Los Angeles,LOS ANGELES,2013-07-01 00:00:00+00,Villaraigosa,0001-01-01 00:00:00+00,Antonio,#,3065,1,EXEC
168641,Pasadena City Council,CA,168495,858364,,LOCAL,Pasadena,3,2021-05-03 00:00:00+00,Kennedy,2017-05-01 00:00:00+00,John,#,4542,1,LOWER
67829,California State Assembly,CA,54491,752674,,STATE,,52,2013-10-11 00:00:00+00,VACANT,2013-05-20 15:04:31+00,VACANT,#,2446,1,LOWER
80145,California State Assembly,CA,11020,752654,Democrat,STATE,,62,2014-12-01 00:00:00+00,Bradford,2012-12-03 00:00:00+00,Steven,192961,2446,1,LOWER
20182,United States House of Representatives,CA,747,828,Democrat,NATIONAL,,18,2012-08-15 00:00:00+00,Cardoza,2011-01-06 00:00:00+00,Dennis,#,4507,0,LOWER
183890,United States House of Representatives,CA,12791,757226,Democrat,NATIONAL,,29,2019-01-03 00:00:00+00,Cárdenas,2013-01-03 00:00:00+00,Tony,35974,4507,1,LOWER
4746,United States House of Representatives,CA,4746,933,Republican,NATIONAL,,44,2013-01-03 00:00:00+00,Calvert,2011-01-06 00:00:00+00,Ken,#,4507,0,LOWER
